id,title,short_title,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,congress,chamber,senate_class,state_rank,lis_id,age,generation
L000569,Representative,Rep.,Blaine,null,Luetkemeyer,null,1952-05-07,M,R,null,RepBlaine,BlaineLuetkemeyer,BLuetkemeyer,412292,1031348,20400,20926,N00030026,/m/04ycpq1,H8MO09153,https://luetkemeyer.house.gov,https://luetkemeyer.house.gov/news/rss.aspx,null,true,null,0.444,14,2022,868,21,0,2022-08-25 13:00:30 -0400,2230 Rayburn House Office Building,202-225-2956,null,MO,3,false,2903,2.42,97.03,2.85,117,house,null,null,null,70,Baby Boomers
L000591,Representative,Rep.,Elaine,null,Luria,null,1975-08-15,F,D,null,RepElaineLuria,null,null,412830,null,179677,null,N00042293,/g/11gtd16xvy,H8VA02111,https://luria.house.gov,null,null,true,null,null,4,2022,868,2,0,2022-08-25 13:00:30 -0400,412 Cannon House Office Building,202-225-4215,null,VA,2,false,5102,0.23,96.41,3.47,117,house,null,null,null,47,Gen X
L000562,Representative,Rep.,Stephen,F.,Lynch,null,1955-03-31,M,D,null,RepStephenLynch,repstephenlynch,RepLynch,400249,1000222,4844,20119,N00013855,/m/028vsz,H2MA09072,https://lynch.house.gov,null,null,true,null,-0.349,22,2022,868,4,0,2022-08-25 13:00:32 -0400,2109 Rayburn House Office Building,202-225-8273,null,MA,8,false,2508,0.46,98.84,1.04,117,house,null,null,null,67,Baby Boomers
M000194,Representative,Rep.,Nancy,null,Mace,null,1977-12-04,F,R,null,RepNancyMace,null,null,456843,null,null,null,N00035670,/m/048nls,H0SC01394,https://mace.house.gov,null,null,true,null,null,2,2022,868,8,0,2022-08-25 13:00:29 -0400,212 Cannon House Office Building,202-225-3176,null,SC,1,false,4501,0.92,91.33,8.55,117,house,null,null,null,44,Millennials
M001203,Representative,Rep.,Tom,null,Malinowski,null,1965-09-23,M,D,null,RepMalinowski,null,null,412798,null,179645,null,N00041843,/g/11cmhw_v1s,H8NJ07223,https://malinowski.house.gov,null,null,true,null,null,4,2022,868,6,0,2022-08-25 13:00:31 -0400,1318 Longworth House Office Building,202-225-5361,null,NJ,7,false,3407,0.69,97.79,2.09,117,house,null,null,null,56,Gen X
M000317,Representative,Rep.,Nicole,null,Malliotakis,null,1980-11-11,F,R,null,RepMalliotakis,null,null,456837,null,null,null,N00044040,/m/0g5817m,H0NY11078,https://malliotakis.house.gov,null,null,true,null,null,2,2022,868,6,0,2022-08-25 13:00:29 -0400,417 Cannon House Office Building,202-225-3371,null,NY,11,false,3611,0.69,91.82,8.06,117,house,null,null,null,41,Millennials
M001185,Representative,Rep.,Sean,Patrick,Maloney,null,1966-07-30,M,D,null,RepSeanMaloney,RepSeanMaloney,null,412562,79760,139760,21344,N00034277,/m/0b697g,H2NY22139,https://seanmaloney.house.gov,https://seanmaloney.house.gov/rss.xml,null,true,null,-0.239,10,2022,868,9,0,2022-08-25 13:00:32 -0400,464 Cannon House Office Building,202-225-5441,null,NY,18,false,3618,1.04,98.48,1.4,117,house,null,null,null,56,Gen X
M000087,Representative,Rep.,Carolyn,B.,Maloney,null,1946-02-19,F,D,null,RepMaloney,RepCarolynMaloney,carolynbmaloney,400251,26162,26978,29379,N00000078,/m/03txd5,H2NY14037,https://maloney.house.gov,https://maloney.house.gov/rss.xml,null,true,null,-0.387,30,2022,868,9,0,2022-08-25 13:00:32 -0400,2308 Rayburn House Office Building,202-225-7944,null,NY,12,false,3612,1.04,98.72,1.17,117,house,null,null,null,76,Baby Boomers
M000871,Representative,Rep.,Tracey,null,Mann,null,1976-12-17,M,R,null,RepMann,null,null,456823,null,null,null,N00030743,/g/11hcbb5b38,H0KS01123,https://mann.house.gov,null,null,true,null,null,2,2022,868,0,0,2022-08-25 13:00:29 -0400,522 Cannon House Office Building,202-225-2715,null,KS,1,false,2001,0,93.27,6.61,117,house,null,null,null,45,Gen X
M001135,Representative,Rep.,Kathy,null,Manning,null,1956-12-03,F,D,null,RepKManning,null,null,456832,null,null,null,N00042159,/g/11dxpjz93v,H8NC13067,https://manning.house.gov,null,null,true,null,null,2,2022,868,3,0,2022-08-25 13:00:31 -0400,415 Cannon House Office Building,202-225-3065,null,NC,6,false,3706,0.35,98.03,1.85,117,house,null,null,null,65,Baby Boomers
M001184,Representative,Rep.,Thomas,null,Massie,null,1971-01-13,M,R,null,RepThomasMassie,RepThomasMassie,repthomasmassie,412503,79951,132068,31102,N00034041,/m/0h_cb6v,H2KY04121,https://massie.house.gov,null,null,true,null,0.678,12,2022,868,39,1,2022-08-25 13:00:27 -0400,2453 Rayburn House Office Building,202-225-3465,null,KY,4,false,2104,4.49,66.42,33.45,117,house,null,null,null,51,Gen X
M001199,Representative,Rep.,Brian,null,Mast,null,1980-07-10,M,R,null,repbrianmast,repbrianmast,repbrianmast,412698,104540,166245,21735,N00037269,/g/11cs5xxx_f,H6FL18097,https://mast.house.gov,null,null,true,null,0.468,6,2022,868,26,0,2022-08-25 13:00:28 -0400,2182 Rayburn House Office Building,202-225-3026,null,FL,18,false,1218,3,88.88,11,117,house,null,null,null,42,Millennials
M001163,Representative,Rep.,Doris,null,Matsui,null,1944-09-25,F,D,null,DorisMatsui,doris.matsui,RepDorisMatsui,400663,26602,28593,20538,N00027459,/m/059hdf,H6CA05195,https://matsui.house.gov,null,null,true,null,-0.434,18,2022,868,12,0,2022-08-25 13:00:33 -0400,2311 Rayburn House Office Building,202-225-7163,null,CA,6,false,0606,1.38,99.06,0.82,117,house,null,null,null,77,Silent Generation
M001208,Representative,Rep.,Lucy,null,McBath,null,1960-06-01,F,D,null,replucymcbath,null,null,412769,null,178538,null,N00042813,/g/11f647_0gj,H8GA06393,https://mcbath.house.gov,null,null,true,null,null,4,2022,868,3,0,2022-08-25 13:00:32 -0400,1513 Longworth House Office Building,202-225-4501,null,GA,6,false,1306,0.35,98.15,1.74,117,house,null,null,null,62,Baby Boomers
M001165,Representative,Rep.,Kevin,null,McCarthy,null,1965-01-26,M,R,House Minority Leader,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,412190,85231,28918,20703,N00028152,/m/074qxm,H6CA22125,https://kevinmccarthy.house.gov,https://kevinmccarthy.house.gov/rss.xml,null,true,null,0.454,16,2022,868,13,0,2022-08-25 13:00:31 -0400,2468 Rayburn House Office Building,202-225-2915,null,CA,23,false,0623,1.5,97.76,2.12,117,house,null,null,null,57,Gen X
M001157,Representative,Rep.,Michael,null,McCaul,null,1962-01-14,M,R,null,RepMcCaul,michaeltmccaul,MichaelTMcCaul,400654,1013056,49210,20530,N00026460,/m/0492cz,H4TX10093,https://mccaul.house.gov,https://mccaul.house.gov/rss.xml,null,true,null,0.424,18,2022,868,20,0,2022-08-25 13:00:30 -0400,2001 Rayburn House Office Building,202-225-2401,null,TX,10,false,4810,2.3,95.61,4.27,117,house,null,null,null,60,Baby Boomers
M001136,Representative,Rep.,Lisa,null,McClain,null,1966-04-07,F,R,null,RepLisaMcClain,null,null,456827,null,null,null,N00045730,/g/11j1xf64qr,H0MI10287,https://mcclain.house.gov,null,null,true,null,null,2,2022,868,4,0,2022-08-25 13:00:30 -0400,218 Cannon House Office Building,202-225-2106,null,MI,10,false,2610,0.46,95.11,4.77,117,house,null,null,null,56,Gen X
M001177,Representative,Rep.,Tom,null,McClintock,null,1956-07-10,M,R,null,RepMcClintock,81125319109,McClintockCA04,412295,30359,9715,20903,N00006863,/m/01r6jp,H8CA04152,https://mcclintock.house.gov,https://mcclintock.house.gov/rss.xml,null,true,null,0.694,14,2022,868,25,0,2022-08-25 13:00:28 -0400,2312 Rayburn House Office Building,202-225-2511,null,CA,4,false,0604,2.88,84.96,14.92,117,house,null,null,null,66,Baby Boomers
M001143,Representative,Rep.,Betty,null,McCollum,null,1954-07-12,F,D,null,BettyMcCollum04,repbettymccollum,BMcCollum04,400259,86670,3812,20122,N00012942,/m/0249hy,H0MN04049,https://mccollum.house.gov,https://mccollum.house.gov/rss.xml,null,true,null,-0.417,22,2022,868,3,2,2022-08-25 13:00:32 -0400,2256 Rayburn House Office Building,202-225-6631,null,MN,4,false,2704,0.35,98.49,1.39,117,house,null,null,null,68,Baby Boomers
M001200,Representative,Rep.,A.,Donald,McEachin,null,1961-10-10,M,D,null,RepMcEachin,RepMcEachin,null,412728,103621,8230,21736,N00039327,/m/0979v6,H6VA04061,https://mceachin.house.gov,https://mceachin.house.gov/rss.xml,null,true,null,-0.381,6,2022,868,3,0,2022-08-25 13:00:32 -0400,314 Cannon House Office Building,202-225-6365,null,VA,4,false,5104,0.35,98.49,1.39,117,house,null,null,null,60,Baby Boomers
M000312,Representative,Rep.,Jim,null,McGovern,null,1959-11-20,M,D,null,RepMcGovern,RepJimMcGovern,repjimmcgovern,400263,45976,552,29729,N00000179,/m/028vn7,H4MA03022,https://mcgovern.house.gov,null,null,true,null,-0.539,26,2022,868,8,0,2022-08-25 13:00:32 -0400,370 Cannon House Office Building,202-225-6101,null,MA,2,false,2502,0.92,98.25,1.63,117,house,null,null,null,62,Baby Boomers
M001156,Representative,Rep.,Patrick,T.,McHenry,null,1975-10-22,M,R,null,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,400644,1007062,21031,20522,N00026627,/m/02b4rz,H4NC10047,https://mchenry.house.gov,https://mchenry.house.gov/news/rss.aspx,null,true,null,0.536,18,2022,868,36,0,2022-08-25 13:00:30 -0400,2004 Rayburn House Office Building,202-225-2576,null,NC,10,false,3710,4.15,95.28,4.59,117,house,null,null,null,46,Gen X
M001180,Representative,Rep.,David,null,McKinley,null,1947-03-28,M,R,null,RepMcKinley,RepMcKinley,RepDavidMcKinley,412487,9269013,117396,21188,N00031681,/m/0crj8tf,H0WV01072,https://mckinley.house.gov,null,null,true,null,0.301,12,2022,868,65,0,2022-08-25 13:00:29 -0400,2239 Rayburn House Office Building,202-225-4172,null,WV,1,false,5401,7.49,92.6,7.28,117,house,null,null,null,75,Baby Boomers
M001159,Representative,Rep.,Cathy,null,McMorris Rodgers,null,1969-05-22,F,R,null,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,400659,1013063,3217,20535,N00026314,/m/03dlf3,H4WA05077,https://mcmorris.house.gov,null,null,true,null,0.422,18,2022,868,16,0,2022-08-25 13:00:30 -0400,1035 Longworth House Office Building,202-225-2006,null,WA,5,false,5305,1.84,96.58,3.31,117,house,null,null,null,53,Gen X
M001166,Representative,Rep.,Jerry,null,McNerney,null,1951-06-18,M,D,,RepMcNerney,jerrymcnerney,RepJerryMcNerney,412189,1021667,29474,20702,N00026926,/m/07zk65,H4CA11081,https://mcnerney.house.gov,https://mcnerney.house.gov/rss.xml,null,true,null,-0.263,16,2022,868,2,0,2022-08-25 13:00:33 -0400,2265 Rayburn House Office Building,202-225-1947,null,CA,9,false,0609,0.23,99.31,0.58,117,house,null,null,null,71,Baby Boomers
M001137,Representative,Rep.,Gregory,W.,Meeks,null,1953-09-25,M,D,null,RepGregoryMeeks,gregorymeeksny05,gwmeeks,400271,53469,4360,29776,N00001171,/m/024_3b,H8NY06048,https://meeks.house.gov,https://meeks.house.gov/rss.xml,null,true,null,-0.414,26,2022,868,14,0,2022-08-25 13:00:33 -0400,2310 Rayburn House Office Building,202-225-3461,null,NY,5,false,3605,1.61,99.3,0.59,117,house,null,null,null,68,Baby Boomers
M001186,Representative,Rep.,Peter,null,Meijer,null,1988-01-10,M,R,null,RepMeijer,null,null,456826,null,null,null,N00044884,/g/11dxq0fr9x,H0MI03308,https://meijer.house.gov,null,null,true,null,null,2,2022,868,1,0,2022-08-25 13:00:28 -0400,1508 Longworth House Office Building,202-225-3831,null,MI,3,false,2603,0.12,90.01,9.87,117,house,null,null,null,34,Millennials
M001188,Representative,Rep.,Grace,null,Meng,null,1975-10-01,F,D,null,RepGraceMeng,repgracemeng,null,412560,68411,69157,21342,N00034547,/m/04ld76x,H2NY06116,https://meng.house.gov,https://meng.house.gov/rss.xml,null,true,null,-0.378,10,2022,868,5,0,2022-08-25 13:00:32 -0400,2209 Rayburn House Office Building,202-225-2601,null,NY,6,false,3606,0.58,98.61,1.28,117,house,null,null,null,46,Gen X
M001204,Representative,Rep.,Daniel,null,Meuser,null,1964-02-10,M,R,null,RepMeuser,null,null,412811,null,102438,null,N00029416,/m/03wf1q3,H8PA10147,https://meuser.house.gov,null,null,true,null,null,4,2022,868,18,1,2022-08-25 13:00:30 -0400,414 Cannon House Office Building,202-225-6511,null,PA,9,false,4209,2.07,96.81,3.07,117,house,null,null,null,58,Baby Boomers
M000687,Representative,Rep.,Kweisi,null,Mfume,null,1948-10-24,M,D,null,RepKweisiMfume,null,null,407672,null,null,15432,N00001799,null,S6MD03185,https://mfume.house.gov,null,null,true,null,null,4,2022,868,17,0,2022-08-25 13:00:32 -0400,2263 Rayburn House Office Building,202-225-4741,null,MD,7,false,2407,1.96,98.7,1.18,117,house,null,null,null,73,Baby Boomers
M001211,Representative,Rep.,Mary,null,Miller,null,1959-08-27,F,R,null,RepMaryMiller,null,null,456820,null,null,null,N00045703,/g/11fsd5mh_l,H0IL15129,https://marymiller.house.gov,null,null,true,null,null,2,2022,868,70,0,2022-08-25 13:00:28 -0400,1529 Longworth House Office Building,202-225-5271,null,IL,15,false,1715,8.06,81.59,18.28,117,house,null,null,null,62,Baby Boomers
M001205,Representative,Rep.,Carol,null,Miller,null,1950-11-04,F,R,null,RepCarolMiller,null,null,412837,null,52123,null,N00041542,/m/0102fnyn,H8WV03097,https://miller.house.gov,null,null,true,null,null,4,2022,868,27,0,2022-08-25 13:00:32 -0400,465 Cannon House Office Building,202-225-3452,null,WV,3,false,5403,3.11,98.8,1.08,117,house,null,null,null,71,Baby Boomers
M001215,Representative,Rep.,Mariannette,null,Miller-Meeks,null,1955-09-06,F,R,null,RepMMM,null,null,456817,null,103294,null,N00029495,/g/11fhm4wv8g,H8IA02043,https://millermeeks.house.gov,null,null,true,null,null,2,2022,868,10,0,2022-08-25 13:00:30 -0400,1716 Longworth House Office Building,202-225-6576,null,IA,2,false,1902,1.15,94.14,5.74,117,house,null,null,null,66,Baby Boomers
M001194,Representative,Rep.,John,null,Moolenaar,null,1961-05-08,M,R,null,RepMoolenaar,RepMoolenaar,null,412634,76660,37676,21526,N00036275,/m/0z6rww4,H4MI04126,https://moolenaar.house.gov,https://moolenaar.house.gov/rss.xml,null,true,null,0.432,8,2022,868,0,0,2022-08-25 13:00:30 -0400,117 Cannon House Office Building,202-225-3561,null,MI,4,false,2604,0,95.01,4.87,117,house,null,null,null,61,Baby Boomers
M001195,Representative,Rep.,Alex,null,Mooney,null,1971-06-05,M,R,null,RepAlexMooney,CongressmanAlexMooney,null,412662,76588,145943,21557,N00033814,/m/02qqy78,H4WV02080,https://mooney.house.gov,https://mooney.house.gov/rss.xml,null,true,null,0.559,8,2022,868,13,0,2022-08-25 13:00:30 -0400,2228 Rayburn House Office Building,202-225-2711,null,WV,2,false,5402,1.5,94.94,4.94,117,house,null,null,null,51,Gen X
M001213,Representative,Rep.,Blake,null,Moore,null,1980-06-22,M,R,null,RepBlakeMoore,null,null,456851,null,null,null,N00046598,/g/11ftchfsgn,H0UT01205,https://blakemoore.house.gov,null,null,true,null,null,2,2022,868,9,0,2022-08-25 13:00:30 -0400,1320 Longworth House Office Building,202-225-0453,null,UT,1,false,4901,1.04,96.25,3.63,117,house,null,null,null,42,Millennials
M001160,Representative,Rep.,Gwen,null,Moore,null,1951-04-18,F,D,null,RepGwenMoore,GwenSMoore,RepGwenMoore,400661,42548,3457,20537,N00026914,/m/04cvds,H4WI04183,https://gwenmoore.house.gov,null,null,true,null,-0.525,18,2022,868,9,0,2022-08-25 13:00:32 -0400,2252 Rayburn House Office Building,202-225-4572,null,WI,4,false,5504,1.04,98.25,1.63,117,house,null,null,null,71,Baby Boomers
M001212,Representative,Rep.,Barry,null,Moore,null,1966-09-26,M,R,null,RepBarryMoore,null,null,456800,null,null,null,N00041295,/g/11fkw7vjdf,H8AL02171,https://barrymoore.house.gov,null,null,true,null,null,2,2022,868,14,0,2022-08-25 13:00:29 -0400,1504 Longworth House Office Building,202-225-2901,null,AL,2,false,0102,1.61,92.58,7.3,117,house,null,null,null,55,Gen X
M001206,Representative,Rep.,Joe,null,Morelle,null,1957-04-29,M,D,null,repjoemorelle,null,null,412749,null,4362,null,N00043207,/m/03d820m,H8NY25105,https://morelle.house.gov,null,null,true,null,null,6,2022,868,4,0,2022-08-25 13:00:32 -0400,1317 Longworth House Office Building,202-225-3615,null,NY,25,false,3625,0.46,98.61,1.28,117,house,null,null,null,65,Baby Boomers
M001196,Representative,Rep.,Seth,null,Moulton,null,1978-10-24,M,D,null,teammoulton,CongressmanSethMoulton,null,412632,78453,146299,21525,N00035431,/m/0sgh587,H4MA06090,https://moulton.house.gov,null,null,true,null,-0.282,8,2022,868,2,0,2022-08-25 13:00:32 -0400,1127 Longworth House Office Building,202-225-8020,null,MA,6,false,2506,0.23,98.5,1.39,117,house,null,null,null,43,Millennials
M001214,Representative,Rep.,Frank,null,Mrvan,null,1969-04-16,M,D,null,RepMrvan,null,null,456821,null,null,null,N00045905,/m/03yd13z,H0IN01150,https://mrvan.house.gov,null,null,true,null,null,2,2022,868,4,0,2022-08-25 13:00:32 -0400,1607 Longworth House Office Building,202-225-2461,null,IN,1,false,1801,0.46,98.14,1.74,117,house,null,null,null,53,Gen X
M001190,Representative,Rep.,Markwayne,null,Mullin,null,1977-07-26,M,R,null,RepMullin,RepMullin,null,412568,1034045,135898,21355,N00033410,/m/0lq78pn,H2OK02083,https://mullin.house.gov,https://mullin.house.gov/news/rss.aspx,null,true,null,0.538,10,2022,868,22,0,2022-08-25 13:00:30 -0400,2421 Rayburn House Office Building,202-225-2701,null,OK,2,false,4002,2.53,94.29,5.59,117,house,null,null,null,45,Millennials
M001210,Representative,Rep.,Greg,null,Murphy,null,1963-03-05,M,R,null,RepGregMurphy,null,null,412845,null,166135,null,N00044027,/g/11clyw935r,H0NC03172,https://gregmurphy.house.gov,null,null,true,null,null,4,2022,868,20,0,2022-08-25 13:00:30 -0400,313 Cannon House Office Building,202-225-3415,null,NC,3,false,3703,2.3,95.61,4.28,117,house,null,null,null,59,Baby Boomers
M001202,Representative,Rep.,Stephanie,null,Murphy,null,1978-09-16,F,D,,RepStephMurphy,RepStephMurphy,RepStephMurphy,412694,103502,173426,21738,N00040133,/g/11c48s1mnv,H6FL07140,https://murphy.house.gov,null,null,true,null,-0.161,6,2022,868,70,0,2022-08-25 13:00:30 -0400,1710 Longworth House Office Building,202-225-4035,null,FL,7,false,1207,8.06,95.6,4.27,117,house,null,null,null,43,Millennials
N000002,Representative,Rep.,Jerrold,null,Nadler,null,1947-06-13,M,D,null,RepJerryNadler,CongressmanNadler,congressmannadler,400289,26159,26980,29377,N00000939,/m/03tk11,H2NY17071,https://nadler.house.gov,null,null,true,null,-0.508,32,2022,868,17,0,2022-08-25 13:00:32 -0400,2132 Rayburn House Office Building,202-225-5635,null,NY,10,false,3610,1.96,98.59,1.3,117,house,null,null,null,75,Baby Boomers
N000179,Representative,Rep.,Grace,F.,Napolitano,null,1936-12-04,F,D,null,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,400290,57873,8393,29903,N00006789,/m/024v0s,H8CA34068,https://napolitano.house.gov,https://napolitano.house.gov/rss.xml,null,true,null,-0.448,24,2022,868,2,0,2022-08-25 13:00:33 -0400,1610 Longworth House Office Building,202-225-5256,null,CA,32,false,0632,0.23,99.19,0.69,117,house,null,null,null,85,Silent Generation
N000015,Representative,Rep.,Richard,E.,Neal,null,1949-02-14,M,D,null,RepRichardNeal,reprichardneal,RepRichardENeal,400291,6103,26895,15616,N00000153,/m/028vm4,H8MA02041,https://neal.house.gov,https://neal.house.gov/rss.xml,null,true,null,-0.417,34,2022,868,9,0,2022-08-25 13:00:33 -0400,372 Cannon House Office Building,202-225-5601,null,MA,1,false,2501,1.04,99.07,0.82,117,house,null,null,null,73,Baby Boomers
N000191,Representative,Rep.,Joe,null,Neguse,null,1984-05-13,M,D,null,RepJoeNeguse,null,null,412761,null,151075,null,N00041080,/g/11gnsnch0m,H8CO02160,https://neguse.house.gov,null,null,true,null,null,4,2022,868,1,0,2022-08-25 13:00:33 -0400,1419 Longworth House Office Building,202-225-2161,null,CO,2,false,0802,0.12,99.31,0.58,117,house,null,null,null,38,Millennials
N000026,Representative,Rep.,Troy,null,Nehls,null,1968-04-07,M,R,null,RepTroyNehls,null,null,456848,null,188334,null,N00046067,/g/11c580_xf2,H0TX22302,https://nehls.house.gov,null,null,true,null,null,2,2022,868,26,0,2022-08-25 13:00:29 -0400,1104 Longworth House Office Building,202-225-5951,null,TX,22,false,4822,3,90.92,8.96,117,house,null,null,null,54,Gen X
N000189,Representative,Rep.,Dan,null,Newhouse,null,1955-07-10,M,R,null,RepNewhouse,RepNewhouse,null,412660,78315,51522,21556,N00036403,/m/0_s0bn3,H4WA04104,https://newhouse.house.gov,null,null,true,null,0.333,8,2022,868,9,0,2022-08-25 13:00:29 -0400,504 Cannon House Office Building,202-225-5816,null,WA,4,false,5304,1.04,93.9,5.98,117,house,null,null,null,67,Baby Boomers
N000192,Representative,Rep.,Marie,null,Newman,null,1964-04-13,F,D,,RepMarieNewman,null,null,456819,null,null,null,N00040891,/g/11f4yffn3m,H8IL03102,https://newman.house.gov,null,null,true,null,null,2,2022,868,5,0,2022-08-25 13:00:32 -0400,1022 Longworth House Office Building,202-225-5701,null,IL,3,false,1703,0.58,98.49,1.39,117,house,null,null,null,58,Baby Boomers
N000188,Representative,Rep.,Donald,W.,Norcross,null,1958-12-13,M,D,null,DonaldNorcross,DonaldNorcrossNJ,null,412606,76311,116277,21536,N00036154,/m/09g8b1_,H4NJ01084,https://norcross.house.gov,https://norcross.house.gov/rss.xml,null,true,null,-0.426,10,2022,868,17,0,2022-08-25 13:00:32 -0400,2427 Rayburn House Office Building,202-225-6501,null,NJ,1,false,3401,1.96,98.47,1.41,117,house,null,null,null,63,Baby Boomers
N000190,Representative,Rep.,Ralph,null,Norman,null,1953-06-20,M,R,null,RepRalphNorman,RepRalphNorman,null,412738,61996,47930,21753,N00027783,/m/0f9kbx,H8SC05158,https://norman.house.gov,null,null,true,null,0.841,6,2022,868,41,0,2022-08-25 13:00:28 -0400,569 Cannon House Office Building,202-225-5501,null,SC,5,false,4505,4.72,75.67,24.21,117,house,null,null,null,69,Baby Boomers
N000147,Delegate,Del.,Eleanor,Holmes,Norton,null,1937-06-13,F,D,null,EleanorNorton,CongresswomanNorton,EleanorHNorton,400295,882,775,null,N00001692,/m/01s_vp,,https://norton.house.gov,https://norton.house.gov/rss.xml,null,true,null,null,32,2022,11,0,0,2022-08-25 13:00:33 -0400,null,null,null,DC,At-Large,true,1198,0,100,0,117,house,null,null,null,85,Silent Generation
N000181,Representative,Rep.,Devin,null,Nunes,null,1973-10-01,M,R,,RepDevinNunes,null,RepDevinNunes,400297,1003553,16725,20307,N00007248,/m/024tds,H8CA20059,https://nunes.house.gov,null,null,false,null,0.45,20,2022,448,9,0,2022-08-12 18:33:07 -0400,1013 Longworth House Office Building,202-225-2523,null,CA,22,false,0622,2.01,98.16,1.61,117,house,null,null,null,48,Gen X
O000171,Representative,Rep.,Tom,null,O'Halleran,null,1946-01-24,M,D,null,repohalleran,repohalleran,null,412682,104523,28499,21739,N00037515,/m/02z4x12,H6AZ01199,https://ohalleran.house.gov,https://ohalleran.house.gov/rss.xml,null,true,null,-0.197,6,2022,868,9,0,2022-08-25 13:00:31 -0400,318 Cannon House Office Building,202-225-3361,null,AZ,1,false,0401,1.04,96.97,2.92,117,house,null,null,null,76,Baby Boomers
O000019,Representative,Rep.,Jay,null,Obernolte,null,1970-08-18,M,R,null,JayObernolte,null,null,456801,null,null,null,N00045377,/m/02hpvtf,H0CA08135,https://obernolte.house.gov,null,null,true,null,null,2,2022,868,5,0,2022-08-25 13:00:30 -0400,1029 Longworth House Office Building,202-225-5861,null,CA,8,false,0608,0.58,93.93,5.95,117,house,null,null,null,52,Gen X
O000172,Representative,Rep.,Alexandria,null,Ocasio-Cortez,null,1989-10-13,F,D,null,RepAOC,null,null,412804,null,180416,null,N00041162,/g/11f6y3nqg6,H8NY15148,https://ocasio-cortez.house.gov,null,null,true,null,null,4,2022,868,10,2,2022-08-25 13:00:30 -0400,216 Cannon House Office Building,202-225-3965,null,NY,14,false,3614,1.15,95.79,4.09,117,house,null,null,null,32,Millennials
O000173,Representative,Rep.,Ilhan,null,Omar,null,1981-10-04,F,D,null,Ilhan,null,null,412791,null,171628,null,N00043581,/g/11c4wx5dm0,H8MN05239,https://omar.house.gov,null,null,true,null,null,4,2022,868,9,0,2022-08-25 13:00:30 -0400,1730 Longworth House Office Building,202-225-4755,null,MN,5,false,2705,1.04,95.68,4.2,117,house,null,null,null,40,Millennials
O000086,Representative,Rep.,Burgess,null,Owens,null,1951-08-02,M,R,null,RepBurgessOwens,null,null,456852,null,null,null,N00045812,/m/0286z2f,H0UT04076,https://owens.house.gov,null,null,true,null,null,2,2022,868,4,0,2022-08-25 13:00:30 -0400,1039 Longworth House Office Building,202-225-3011,null,UT,4,false,4904,0.46,96.97,2.91,117,house,null,null,null,71,Baby Boomers
P000601,Representative,Rep.,Steven,null,Palazzo,null,1970-02-21,M,R,null,CongPalazzo,stevenpalazzo,CongressmanPalazzo,412443,61886,69521,21148,N00031958,/m/0c3y_s5,H0MS04120,https://palazzo.house.gov,null,null,true,null,0.533,12,2022,868,29,1,2022-08-25 13:00:30 -0400,2349 Rayburn House Office Building,202-225-5772,null,MS,4,false,2804,3.34,94.6,5.28,117,house,null,null,null,52,Gen X
P000034,Representative,Rep.,Frank,null,Pallone,null,1951-10-30,M,D,null,FrankPallone,repfrankpallone,repfrankpallone,400308,6107,26951,15454,N00000781,/m/0g6t5w,H8NJ03073,https://pallone.house.gov,https://pallone.house.gov/rss.xml,null,true,null,-0.404,36,2022,868,1,0,2022-08-25 13:00:33 -0400,2107 Rayburn House Office Building,202-225-4671,null,NJ,6,false,3406,0.12,98.84,1.04,117,house,null,null,null,70,Baby Boomers
P000609,Representative,Rep.,Gary,null,Palmer,null,1954-05-14,M,R,House Republican Policy Committee Chair,USRepGaryPalmer,CongressmanGaryPalmer,null,412608,76094,146274,21500,N00035691,/m/0115nklq,H4AL06098,https://palmer.house.gov,null,null,true,null,0.682,8,2022,868,9,0,2022-08-25 13:00:30 -0400,170 Cannon House Office Building,202-225-4921,null,AL,6,false,0106,1.04,94.49,5.39,117,house,null,null,null,68,Baby Boomers
P000613,Representative,Rep.,Jimmy,null,Panetta,null,1969-10-01,M,D,null,RepJimmyPanetta,RepJimmyPanetta,null,412685,104727,169078,21740,N00038601,/m/0pyy9y4,H6CA20152,https://panetta.house.gov,https://panetta.house.gov/rss.xml,null,true,null,-0.299,6,2022,868,0,0,2022-08-25 13:00:31 -0400,406 Cannon House Office Building,202-225-2861,null,CA,20,false,0620,0,97.92,1.96,117,house,null,null,null,52,Gen X
P000614,Representative,Rep.,Chris,null,Pappas,null,1980-06-04,M,D,null,RepChrisPappas,null,null,412795,null,42635,null,N00042161,/m/0nd3t8z,H8NH01210,https://pappas.house.gov,null,null,true,null,null,4,2022,868,5,0,2022-08-25 13:00:30 -0400,319 Cannon House Office Building,202-225-5456,null,NH,1,false,3301,0.58,96.75,3.14,117,house,null,null,null,42,Millennials
