congress,chamber,title,short_title,state,party,leadership_role,fec_candidate_id,seniority,district,at_large,ocd_id,start_date,end_date,office,phone,fax,contact_form,cook_pvi,dw_nominate,ideal_point,next_election,total_votes,missed_votes,total_present,senate_class,state_rank,lis_id,bills_sponsored,bills_cosponsored,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,memberId
116,Senate,"Senator, 2nd Class",Sen.,OR,D,null,S8OR00207,11,null,null,ocd-division/country:us/state:or,2019-01-03,2021-01-03,313 Hart Senate Office Building,202-224-3753,202-228-3997,http://www.merkley.senate.gov/contact/,null,-0.442,null,2020,717.0,5.0,1.0,2,junior,S322,134.0,776.0,0.7,83.31,16.69,M001176
115,Senate,"Senator, 2nd Class",Sen.,OR,D,null,S8OR00207,9,null,null,ocd-division/country:us/state:or,2017-01-03,2019-01-03,313 Hart Senate Office Building,202-224-3753,202-228-3997,http://www.merkley.senate.gov/contact/,null,-0.48,null,2020,599.0,10.0,1.0,2,junior,S322,69.0,487.0,1.67,85.34,14.66,M001176
114,Senate,"Senator, 2nd Class",Sen.,OR,D,null,S8OR00207,7,null,null,ocd-division/country:us/state:or,2015-01-06,2017-01-03,null,null,null,null,null,-0.477,null,2020,502.0,5.0,0.0,2,,S322,37.0,268.0,1.0,93.85,6.15,M001176
113,Senate,"Senator, 2nd Class",Sen.,OR,D,null,,5,null,null,ocd-division/country:us/state:or,2013-01-03,2015-01-02,null,null,null,null,null,-0.477,-0.659311134,2014,657.0,8.0,1.0,2,,S322,37.0,288.0,1.22,96.61,3.39,M001176
112,Senate,"Senator, 2nd Class",Sen.,OR,D,null,,3,null,null,ocd-division/country:us/state:or,2011-01-04,2013-01-03,null,null,null,null,null,-0.477,null,2014,486.0,7.0,0.0,2,,S322,37.0,302.0,1.44,93.91,6.09,M001176
111,Senate,"Senator, 2nd Class",Sen.,OR,D,null,,1,null,null,ocd-division/country:us/state:or,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2014,696.0,4.0,0.0,2,,S322,23.0,304.0,0.57,95.93,4.07,M001176
117,Senate,"Senator, 3rd Class",Sen.,KS,R,null,H6KS01096,11,null,null,ocd-division/country:us/state:ks,2021-01-03,2023-01-03,521 Dirksen Senate Office Building,202-224-6521,202-228-6966,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,null,0.418,null,2022,853.0,84.0,0.0,3,senior,S347,46.0,303.0,9.85,92.06,7.94,M000934
116,Senate,"Senator, 3rd Class",Sen.,KS,R,null,H6KS01096,9,null,null,ocd-division/country:us/state:ks,2019-01-03,2021-01-03,521 Dirksen Senate Office Building,202-224-6521,202-228-6966,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,null,0.415,null,2022,717.0,74.0,0.0,3,junior,S347,47.0,289.0,10.32,94.54,5.46,M000934
115,Senate,"Senator, 3rd Class",Sen.,KS,R,null,S0KS00091,7,null,null,ocd-division/country:us/state:ks,2017-01-03,2019-01-03,521 Dirksen Senate Office Building,202-224-6521,202-228-6966,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,null,0.414,null,2022,599.0,26.0,0.0,3,junior,S347,37.0,219.0,4.34,95.6,4.4,M000934
114,Senate,"Senator, 3rd Class",Sen.,KS,R,null,S0KS00091,5,null,null,ocd-division/country:us/state:ks,2015-01-06,2017-01-03,null,null,null,null,null,0.414,null,2016,502.0,19.0,0.0,3,,S347,42.0,219.0,3.78,90.08,9.92,M000934
113,Senate,"Senator, 3rd Class",Sen.,KS,R,null,,3,null,null,ocd-division/country:us/state:ks,2013-01-03,2015-01-02,null,null,null,null,null,0.414,1.112287305,2016,657.0,67.0,0.0,3,,S347,27.0,247.0,10.2,92.25,7.75,M000934
112,Senate,"Senator, 3rd Class",Sen.,KS,R,null,,1,null,null,ocd-division/country:us/state:ks,2011-01-05,2013-01-03,null,null,null,null,null,0.414,null,2016,486.0,25.0,0.0,3,,S347,21.0,234.0,5.14,85.21,14.79,M000934
111,House,Representative,Rep.,KS,R,null,,14,1,false,ocd-division/country:us/state:ks/cd:1,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,153.0,0.0,,,S347,24.0,334.0,9.24,96.62,3.31,M000934
110,House,Representative,Rep.,KS,R,null,,12,1,false,ocd-division/country:us/state:ks/cd:1,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,56.0,1.0,,,S347,16.0,264.0,2.99,92.12,8.45,M000934
109,House,Representative,Rep.,KS,R,null,,10,1,false,ocd-division/country:us/state:ks/cd:1,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,24.0,0.0,,,S347,16.0,200.0,1.98,91.05,9.12,M000934
108,House,Representative,Rep.,KS,R,null,,8,1,false,ocd-division/country:us/state:ks/cd:1,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,13.0,0.0,,,S347,15.0,143.0,1.06,93.15,7.02,M000934
107,House,Representative,Rep.,KS,R,null,,6,1,false,ocd-division/country:us/state:ks/cd:1,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,3.0,0.0,,,S347,23.0,137.0,0.3,89.56,10.95,M000934
106,House,Representative,Rep.,KS,R,null,,4,1,false,ocd-division/country:us/state:ks/cd:1,1999-01-06,2001-01-03,null,null,null,null,null,null,null,,1214.0,0.0,0.0,,,S347,16.0,167.0,0.0,87.83,12.43,M000934
105,House,Representative,Rep.,KS,R,null,,2,1,false,ocd-division/country:us/state:ks/cd:1,1997-01-07,1999-01-03,null,null,null,null,null,null,null,,1187.0,1.0,0.0,,,S347,7.0,125.0,0.08,91.23,9.3,M000934
117,Senate,"Senator, 3rd Class",Sen.,AK,R,null,S4AK00099,21,null,null,ocd-division/country:us/state:ak,2021-01-03,2023-01-03,522 Hart Senate Office Building,202-224-6665,202-224-5301,https://www.murkowski.senate.gov/public/index.cfm/contact,null,0.21,null,2022,853.0,54.0,0.0,3,senior,S288,45.0,283.0,6.33,57.53,42.47,M001153
116,Senate,"Senator, 3rd Class",Sen.,AK,R,null,S4AK00099,19,null,null,ocd-division/country:us/state:ak,2019-01-03,2021-01-03,522 Hart Senate Office Building,202-224-6665,202-224-5301,https://www.murkowski.senate.gov/public/index.cfm/contact,null,0.212,null,2022,717.0,49.0,0.0,3,senior,S288,58.0,330.0,6.83,93.82,6.18,M001153
115,Senate,"Senator, 3rd Class",Sen.,AK,R,null,S4AK00099,17,null,null,ocd-division/country:us/state:ak,2017-01-03,2019-01-03,522 Hart Senate Office Building,202-224-6665,202-224-5301,https://www.murkowski.senate.gov/public/index.cfm/contact,null,0.208,null,2022,599.0,18.0,1.0,3,senior,S288,57.0,257.0,3.01,92.88,7.12,M001153
114,Senate,"Senator, 3rd Class",Sen.,AK,R,null,S4AK00099,15,null,null,ocd-division/country:us/state:ak,2015-01-06,2017-01-03,null,null,null,null,null,0.207,null,2016,502.0,21.0,0.0,3,,S288,82.0,183.0,4.18,83.09,16.91,M001153
113,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,13,null,null,ocd-division/country:us/state:ak,2013-01-03,2015-01-02,null,null,null,null,null,0.207,0.306522924,2016,657.0,47.0,0.0,3,,S288,49.0,237.0,7.15,63.15,36.85,M001153
112,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,11,null,null,ocd-division/country:us/state:ak,2011-01-04,2013-01-03,null,null,null,null,null,0.207,null,2016,486.0,24.0,0.0,3,,S288,53.0,270.0,4.94,73.51,26.49,M001153
111,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,9,null,null,ocd-division/country:us/state:ak,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,696.0,39.0,0.0,3,,S288,46.0,180.0,5.6,81.3,18.7,M001153
110,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,7,null,null,ocd-division/country:us/state:ak,2007-01-04,2009-01-03,null,null,null,null,null,null,null,2010,657.0,15.0,0.0,3,,S288,42.0,236.0,2.28,81.76,18.24,M001153
109,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,5,null,null,ocd-division/country:us/state:ak,2005-01-04,2007-01-03,null,null,null,null,null,null,null,2010,645.0,25.0,0.0,3,,S288,41.0,224.0,3.88,91.88,8.12,M001153
108,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,3,null,null,ocd-division/country:us/state:ak,2003-01-07,2005-01-03,null,null,null,null,null,null,null,2004,675.0,37.0,0.0,3,,S288,42.0,182.0,5.48,94.94,5.06,M001153
107,Senate,"Senator, 3rd Class",Sen.,AK,R,null,,1,null,null,ocd-division/country:us/state:ak,2001-01-03,2003-01-03,null,null,null,null,null,null,null,2004,0.0,0.0,0.0,3,,S288,null,null,0.0,0.0,0.0,M001153
117,Senate,"Senator, 1st Class",Sen.,CT,D,null,H6CT05124,9,null,null,ocd-division/country:us/state:ct,2021-01-03,2023-01-03,136 Hart Senate Office Building,202-224-4041,null,http://www.murphy.senate.gov/contact,null,-0.271,null,2024,853.0,9.0,0.0,1,junior,S364,43.0,356.0,1.06,99.29,0.71,M001169
116,Senate,"Senator, 1st Class",Sen.,CT,D,null,H6CT05124,7,null,null,ocd-division/country:us/state:ct,2019-01-03,2021-01-03,136 Hart Senate Office Building,202-224-4041,null,http://www.murphy.senate.gov/contact,null,-0.269,null,2024,717.0,4.0,1.0,1,junior,S364,48.0,466.0,0.56,88.84,11.16,M001169
115,Senate,"Senator, 1st Class",Sen.,CT,D,null,S2CT00132,5,null,null,ocd-division/country:us/state:ct,2017-01-03,2019-01-03,136 Hart Senate Office Building,202-224-4041,202-225-5933,http://www.murphy.senate.gov/contact,null,-0.306,null,2018,599.0,3.0,1.0,1,junior,S364,34.0,317.0,0.5,95.57,4.43,M001169
114,Senate,"Senator, 1st Class",Sen.,CT,D,null,S2CT00132,3,null,null,ocd-division/country:us/state:ct,2015-01-06,2017-01-03,null,null,null,null,null,-0.308,null,2018,502.0,3.0,0.0,1,,S364,34.0,252.0,0.6,96.73,3.27,M001169
113,Senate,"Senator, 1st Class",Sen.,CT,D,null,,1,null,null,ocd-division/country:us/state:ct,2013-01-03,2015-01-03,null,null,null,null,null,-0.308,-1.299498077,2018,657.0,4.0,0.0,1,,S364,25.0,241.0,0.61,98.01,1.99,M001169
112,House,Representative,Rep.,CT,D,null,,6,5,false,ocd-division/country:us/state:ct/cd:5,2011-01-04,2013-01-03,null,null,null,null,null,-0.308,null,2012,1607.0,88.0,0.0,,,S364,26.0,239.0,5.48,93.51,6.43,M001169
111,House,Representative,Rep.,CT,D,null,,4,5,false,ocd-division/country:us/state:ct/cd:5,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,34.0,0.0,,,S364,18.0,284.0,2.05,98.01,1.92,M001169
110,House,Representative,Rep.,CT,D,null,,2,5,false,ocd-division/country:us/state:ct/cd:5,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,21.0,0.0,,,S364,17.0,295.0,1.12,98.24,2.3,M001169
117,Senate,"Senator, 3rd Class",Sen.,WA,D,Assistant Senate Minority Leader,S2WA00189,29,null,null,ocd-division/country:us/state:wa,2021-01-03,2023-01-03,154 Russell Senate Office Building,202-224-2621,202-224-0238,http://www.murray.senate.gov/public/index.cfm/contactme,null,-0.352,null,2022,853.0,25.0,0.0,3,senior,S229,51.0,320.0,2.93,99.76,0.24,M001111
116,Senate,"Senator, 3rd Class",Sen.,WA,D,Assistant Senate Minority Leader,S2WA00189,27,null,null,ocd-division/country:us/state:wa,2019-01-03,2021-01-03,154 Russell Senate Office Building,202-224-2621,202-224-0238,http://www.murray.senate.gov/public/index.cfm/contactme,null,-0.352,null,2022,717.0,39.0,1.0,3,senior,S229,49.0,434.0,5.44,90.74,9.26,M001111
115,Senate,"Senator, 3rd Class",Sen.,WA,D,Assistant Leader,S2WA00189,25,null,null,ocd-division/country:us/state:wa,2017-01-03,2019-01-03,154 Russell Senate Office Building,202-224-2621,202-224-0238,http://www.murray.senate.gov/public/index.cfm/contactme,null,-0.343,null,2022,599.0,16.0,1.0,3,senior,S229,43.0,359.0,2.67,96.86,3.14,M001111
114,Senate,"Senator, 3rd Class",Sen.,WA,D,null,S2WA00189,23,null,null,ocd-division/country:us/state:wa,2015-01-06,2017-01-03,null,null,null,null,null,-0.343,null,2016,502.0,6.0,0.0,3,,S229,53.0,254.0,1.2,95.29,4.71,M001111
113,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,21,null,null,ocd-division/country:us/state:wa,2013-01-03,2015-01-02,null,null,null,null,null,-0.343,-1.117779073,2016,657.0,17.0,0.0,3,,S229,54.0,258.0,2.59,99.22,0.78,M001111
112,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,19,null,null,ocd-division/country:us/state:wa,2011-01-04,2013-01-03,null,null,null,null,null,-0.343,null,2016,486.0,8.0,0.0,3,,S229,54.0,254.0,1.65,96.0,4.0,M001111
111,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,17,null,null,ocd-division/country:us/state:wa,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,696.0,14.0,0.0,3,,S229,61.0,301.0,2.01,97.05,2.95,M001111
110,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,15,null,null,ocd-division/country:us/state:wa,2007-01-04,2009-01-03,null,null,null,null,null,null,null,2010,657.0,14.0,0.0,3,,S229,42.0,376.0,2.13,97.8,2.2,M001111
109,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,13,null,null,ocd-division/country:us/state:wa,2005-01-04,2007-01-03,null,null,null,null,null,null,null,2010,645.0,5.0,0.0,3,,S229,32.0,340.0,0.78,93.49,6.51,M001111
108,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,11,null,null,ocd-division/country:us/state:wa,2003-01-07,2005-01-03,null,null,null,null,null,null,null,2004,675.0,9.0,0.0,3,,S229,23.0,420.0,1.33,96.16,3.84,M001111
107,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,9,null,null,ocd-division/country:us/state:wa,2001-01-03,2003-01-03,null,null,null,null,null,null,null,2004,633.0,8.0,0.0,3,,S229,26.0,325.0,1.26,93.01,6.99,M001111
106,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,7,null,null,ocd-division/country:us/state:wa,1999-01-06,2001-01-03,null,null,null,null,null,null,null,2004,672.0,27.0,0.0,3,,S229,21.0,345.0,4.02,94.57,5.43,M001111
105,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,5,null,null,ocd-division/country:us/state:wa,1997-01-07,1999-01-03,null,null,null,null,null,null,null,1998,612.0,2.0,0.0,3,,S229,18.0,241.0,0.33,93.17,6.83,M001111
104,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,3,null,null,ocd-division/country:us/state:wa,1995-01-04,1997-01-03,null,null,null,null,null,null,null,1998,916.0,9.0,0.0,3,,S229,8.0,118.0,0.98,92.23,7.77,M001111
103,Senate,"Senator, 3rd Class",Sen.,WA,D,null,,1,null,null,ocd-division/country:us/state:wa,1993-01-05,1995-01-03,null,null,null,null,null,null,null,1998,724.0,39.0,0.0,3,,S229,20.0,170.0,5.39,94.07,5.93,M001111
117,Senate,"Senator, 2nd Class",Sen.,GA,D,null,S8GA00180,1,null,null,ocd-division/country:us/state:ga,2021-01-20,2023-01-03,null,null,null,null,null,null,null,2026,851.0,34.0,0.0,2,,S414,46.0,225.0,4.0,98.41,1.59,O000174
117,Senate,"Senator, 3rd Class",Sen.,CA,D,,S2CA00955,1,null,null,ocd-division/country:us/state:ca,2021-01-20,2023-01-03,null,null,null,null,null,null,null,2022,851.0,10.0,0.0,3,,S413,50.0,566.0,1.18,99.4,0.6,P000145
117,Senate,"Senator, 3rd Class",Sen.,KY,R,null,S0KY00156,11,null,null,ocd-division/country:us/state:ky,2021-01-03,2023-01-03,167 Russell Senate Office Building,202-224-4343,202-228-1373,https://www.paul.senate.gov/connect/email-rand,null,0.886,null,2022,853.0,60.0,1.0,3,junior,S348,59.0,132.0,7.03,86.36,13.64,P000603
116,Senate,"Senator, 3rd Class",Sen.,KY,R,null,S0KY00156,9,null,null,ocd-division/country:us/state:ky,2019-01-03,2021-01-03,167 Russell Senate Office Building,202-224-4343,202-228-1373,https://www.paul.senate.gov/connect/email-rand,null,0.876,null,2022,717.0,67.0,0.0,3,junior,S348,72.0,135.0,9.34,80.16,19.84,P000603
115,Senate,"Senator, 3rd Class",Sen.,KY,R,null,S0KY00156,7,null,null,ocd-division/country:us/state:ky,2017-01-03,2019-01-03,167 Russell Senate Office Building,202-224-4343,202-228-1373,https://www.paul.senate.gov/connect/email-rand,null,0.876,null,2022,599.0,21.0,0.0,3,junior,S348,52.0,118.0,3.51,80.28,19.72,P000603
114,Senate,"Senator, 3rd Class",Sen.,KY,R,null,S0KY00156,5,null,null,ocd-division/country:us/state:ky,2015-01-06,2017-01-03,null,null,null,null,null,0.873,null,2016,502.0,24.0,1.0,3,,S348,61.0,101.0,4.78,76.33,23.67,P000603
113,Senate,"Senator, 3rd Class",Sen.,KY,R,null,,3,null,null,ocd-division/country:us/state:ky,2013-01-03,2015-01-03,null,null,null,null,null,0.873,1.376116122,2016,657.0,18.0,0.0,3,,S348,50.0,120.0,2.74,87.24,12.76,P000603
112,Senate,"Senator, 3rd Class",Sen.,KY,R,null,,1,null,null,ocd-division/country:us/state:ky,2011-01-05,2013-01-03,null,null,null,null,null,0.873,null,2016,486.0,21.0,3.0,3,,S348,50.0,140.0,4.32,74.34,25.66,P000603
117,Senate,"Senator, 2nd Class",Sen.,MI,D,null,H8MI09068,7,null,null,ocd-division/country:us/state:mi,2021-01-03,2023-01-03,724 Hart Senate Office Building,202-224-6221,null,https://www.peters.senate.gov/contact/email-gary,null,-0.246,null,2026,853.0,14.0,0.0,2,junior,S380,101.0,376.0,1.64,99.4,0.6,P000595
116,Senate,"Senator, 2nd Class",Sen.,MI,D,null,S4MI00355,5,null,null,ocd-division/country:us/state:mi,2019-01-03,2021-01-03,724 Hart Senate Office Building,202-224-6221,202-226-2356,https://www.peters.senate.gov/contact/email-gary,null,-0.246,null,2020,717.0,1.0,1.0,2,junior,S380,95.0,531.0,0.14,95.24,4.76,P000595
115,Senate,"Senator, 2nd Class",Sen.,MI,D,null,S4MI00355,3,null,null,ocd-division/country:us/state:mi,2017-01-03,2019-01-03,724 Hart Senate Office Building,202-224-6221,202-226-2356,https://www.peters.senate.gov/contact/email-gary,null,-0.237,null,2020,599.0,5.0,1.0,2,junior,S380,41.0,389.0,0.83,92.14,7.86,P000595
114,Senate,"Senator, 2nd Class",Sen.,MI,D,null,S4MI00355,1,null,null,ocd-division/country:us/state:mi,2015-01-06,2017-01-03,null,null,null,null,null,-0.236,null,2020,502.0,7.0,0.0,2,,S380,26.0,266.0,1.39,96.92,3.08,P000595
113,House,Representative,Rep.,MI,D,null,,6,14,false,ocd-division/country:us/state:mi/cd:14,2013-01-03,2015-01-02,null,null,null,null,null,-0.236,-0.606513783,2014,1204.0,42.0,1.0,,,S380,19.0,282.0,3.49,87.15,12.76,P000595
101,House,Representative,Rep.,NJ,R,null,,10,4,false,ocd-division/country:us/state:nj/cd:4,1989-01-03,1991-01-03,null,null,null,null,null,null,null,,null,null,null,,,,null,null,null,null,null,S000522
100,House,Representative,Rep.,NJ,R,null,,8,4,false,ocd-division/country:us/state:nj/cd:4,1987-01-06,1989-01-03,null,null,null,null,null,null,null,,null,null,null,,,,null,null,null,null,null,S000522
99,House,Representative,Rep.,NJ,R,null,,6,4,false,ocd-division/country:us/state:nj/cd:4,1985-01-03,1987-01-03,null,null,null,null,null,null,null,,null,null,null,,,,null,null,null,null,null,S000522
98,House,Representative,Rep.,NJ,R,null,,4,4,false,ocd-division/country:us/state:nj/cd:4,1983-01-03,1985-01-03,null,null,null,null,null,null,null,,null,null,null,,,,null,null,null,null,null,S000522
117,House,Representative,Rep.,PA,R,null,H6PA16320,6,11,false,ocd-division/country:us/state:pa/cd:11,2021-01-03,2023-01-03,302 Cannon House Office Building,202-225-2411,null,null,null,0.431,null,2022,868.0,7.0,0.0,,,,15.0,181.0,0.81,97.2,2.69,S001199
116,House,Representative,Rep.,PA,R,null,H6PA16320,4,11,false,ocd-division/country:us/state:pa/cd:11,2019-01-03,2021-01-03,127 Cannon House Office Building,202-225-2411,null,null,R+14,0.422,null,2020,954.0,53.0,0.0,,,,17.0,195.0,5.56,96.3,3.59,S001199
115,House,Representative,Rep.,PA,R,null,H6PA16320,2,16,false,ocd-division/country:us/state:pa/cd:16,2017-01-03,2019-01-03,516 Cannon House Office Building,202-225-2411,null,null,null,0.397,null,2018,1211.0,15.0,0.0,,,,13.0,210.0,1.24,96.81,3.19,S001199
117,House,Representative,Rep.,FL,D,null,H6FL09179,6,9,false,ocd-division/country:us/state:fl/cd:9,2021-01-03,2023-01-03,2353 Rayburn House Office Building,202-225-9889,null,null,null,-0.374,null,2022,868.0,4.0,0.0,,,,33.0,732.0,0.46,98.03,1.86,S001200
116,House,Representative,Rep.,FL,D,null,H6FL09179,4,9,false,ocd-division/country:us/state:fl/cd:9,2019-01-03,2021-01-03,1507 Longworth House Office Building,202-225-9889,null,null,D+5,-0.38,null,2020,954.0,13.0,0.0,,,,28.0,1007.0,1.36,99.25,0.64,S001200
115,House,Representative,Rep.,FL,D,null,H6FL09179,2,9,false,ocd-division/country:us/state:fl/cd:9,2017-01-03,2019-01-03,1429 Longworth House Office Building,202-225-9889,null,null,null,-0.382,null,2018,1211.0,5.0,0.0,,,,34.0,748.0,0.41,97.62,2.39,S001200
117,House,Representative,Rep.,VA,D,null,H8VA07094,4,7,false,ocd-division/country:us/state:va/cd:7,2021-01-03,2023-01-03,1431 Longworth House Office Building,202-225-2815,null,null,null,null,null,2022,868.0,9.0,1.0,,,,36.0,431.0,1.04,95.33,4.67,S001209
116,House,Representative,Rep.,VA,D,null,H8VA07094,2,7,false,ocd-division/country:us/state:va/cd:7,2019-01-03,2021-01-03,1239 Longworth House Office Building,202-225-2815,null,null,R+13,null,null,2020,954.0,3.0,0.0,,,,27.0,581.0,0.31,91.78,8.11,S001209
117,House,Representative,Rep.,IN,R,null,H0IN05326,2,5,false,ocd-division/country:us/state:in/cd:5,2021-01-03,2023-01-03,1523 Longworth House Office Building,202-225-2276,null,null,null,null,null,2022,868.0,21.0,0.0,,,,13.0,137.0,2.42,97.15,2.73,S000929
117,House,Representative,Rep.,CA,D,,H8CA12171,16,14,false,ocd-division/country:us/state:ca/cd:14,2021-01-03,2023-01-03,2465 Rayburn House Office Building,202-225-3531,null,null,null,-0.381,null,2022,868.0,58.0,0.0,,,,45.0,395.0,6.68,98.51,1.36,S001175
116,House,Representative,Rep.,CA,D,null,H8CA12171,14,14,false,ocd-division/country:us/state:ca/cd:14,2019-01-03,2021-01-03,2465 Rayburn House Office Building,202-225-3531,null,null,D+27,-0.38,null,2020,954.0,42.0,0.0,,,,60.0,571.0,4.4,98.57,1.32,S001175
115,House,Representative,Rep.,CA,D,null,H8CA12171,12,14,false,ocd-division/country:us/state:ca/cd:14,2017-01-03,2019-01-03,2465 Rayburn House Office Building,202-225-3531,202-347-0956,null,null,-0.383,null,2018,1211.0,178.0,0.0,,,,29.0,444.0,14.7,96.51,3.49,S001175
114,House,Representative,Rep.,CA,D,null,H8CA12171,10,14,false,ocd-division/country:us/state:ca/cd:14,2015-01-06,2017-01-03,null,null,null,null,null,-0.384,null,2016,1325.0,112.0,0.0,,,,32.0,299.0,8.45,96.67,3.25,S001175
113,House,Representative,Rep.,CA,D,null,,8,14,false,ocd-division/country:us/state:ca/cd:14,2013-01-03,2015-01-02,null,null,null,null,null,-0.384,-1.290467835,2014,1204.0,87.0,1.0,,,,26.0,382.0,7.23,94.85,5.06,S001175
112,House,Representative,Rep.,CA,D,null,,6,12,false,ocd-division/country:us/state:ca/cd:12,2011-01-04,2013-01-03,null,null,null,null,null,-0.384,null,2012,1607.0,180.0,2.0,,,,22.0,330.0,11.2,93.67,6.25,S001175
111,House,Representative,Rep.,CA,D,null,,4,12,false,ocd-division/country:us/state:ca/cd:12,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,192.0,2.0,,,,25.0,296.0,11.6,96.43,3.5,S001175
110,House,Representative,Rep.,CA,D,null,,2,12,false,ocd-division/country:us/state:ca/cd:12,2008-04-08,2009-01-03,null,null,null,null,null,null,null,,509.0,86.0,0.0,,,,2.0,60.0,16.9,98.81,1.19,S001175
117,House,Representative,Rep.,NM,D,,,2,1,false,ocd-division/country:us/state:nm/cd:1,2021-06-15,2023-01-03,null,null,null,null,null,null,null,2022,713.0,4.0,0.0,,,,8.0,396.0,0.56,99.01,0.99,S001218
117,House,Representative,Rep.,AZ,D,null,H8AZ09040,4,9,false,ocd-division/country:us/state:az/cd:9,2021-01-03,2023-01-03,207 Cannon House Office Building,202-225-9888,null,null,null,null,null,2022,868.0,1.0,0.0,,,,16.0,238.0,0.12,97.8,2.08,S001211
116,House,Representative,Rep.,AZ,D,null,H8AZ09040,2,9,false,ocd-division/country:us/state:az/cd:9,2019-01-03,2021-01-03,128 Cannon House Office Building,202-225-9888,null,null,D+4,null,null,2020,954.0,5.0,0.0,,,,11.0,300.0,0.52,99.16,0.74,S001211
117,House,Representative,Rep.,MN,R,null,H8MN08043,4,8,false,ocd-division/country:us/state:mn/cd:8,2021-01-03,2023-01-03,461 Cannon House Office Building,202-225-6211,null,null,null,null,null,2022,868.0,7.0,0.0,,,,25.0,321.0,0.81,93.7,6.18,S001212
116,House,Representative,Rep.,MN,R,null,H8MN08043,2,8,false,ocd-division/country:us/state:mn/cd:8,2019-01-03,2021-01-03,126 Cannon House Office Building,202-225-6211,null,null,R+4,null,null,2020,954.0,16.0,0.0,,,,17.0,282.0,1.68,87.41,12.49,S001212
117,House,Representative,Rep.,CA,R,null,H0CA48198,2,48,false,ocd-division/country:us/state:ca/cd:48,2021-01-03,2023-01-03,1113 Longworth House Office Building,202-225-2415,null,null,null,null,null,2022,868.0,10.0,0.0,,,,21.0,193.0,1.15,96.13,3.76,S001135
117,House,Representative,Rep.,NY,R,null,H4NY21079,8,21,false,ocd-division/country:us/state:ny/cd:21,2021-01-03,2023-01-03,2211 Rayburn House Office Building,202-225-4611,null,null,null,0.258,null,2022,868.0,8.0,0.0,,,,44.0,464.0,0.92,97.08,2.81,S001196
116,House,Representative,Rep.,NY,R,null,H4NY21079,6,21,false,ocd-division/country:us/state:ny/cd:21,2019-01-03,2021-01-03,318 Cannon House Office Building,202-225-4611,null,null,R+4,0.224,null,2020,954.0,4.0,0.0,,,,17.0,500.0,0.42,80.55,19.34,S001196
115,House,Representative,Rep.,NY,R,null,H4NY21079,4,21,false,ocd-division/country:us/state:ny/cd:21,2017-01-03,2019-01-03,318 Cannon House Office Building,202-225-4611,202-226-0621,null,null,0.218,null,2018,1211.0,6.0,0.0,,,,26.0,448.0,0.5,91.41,8.59,S001196
114,House,Representative,Rep.,NY,R,null,H4NY21079,2,21,false,ocd-division/country:us/state:ny/cd:21,2015-01-06,2017-01-03,null,null,null,null,null,0.219,null,2016,1325.0,2.0,0.0,,,,14.0,179.0,0.15,88.96,10.97,S001196
117,House,Representative,Rep.,WI,R,null,H8WI01156,4,1,false,ocd-division/country:us/state:wi/cd:1,2021-01-03,2023-01-03,1526 Longworth House Office Building,202-225-3031,null,null,null,null,null,2022,868.0,1.0,0.0,,,,14.0,173.0,0.12,97.56,2.32,S001213
116,House,Representative,Rep.,WI,R,null,H8WI01156,2,1,false,ocd-division/country:us/state:wi/cd:1,2019-01-03,2021-01-03,1408 Longworth House Office Building,202-225-3031,null,null,R+5,null,null,2020,955.0,13.0,0.0,,,,12.0,145.0,1.36,92.18,7.72,S001213
